Prevalence of current tobacco use among adults (>=15 years) (%) both sexes,2002,2005
Algeria,15.2,15.2
Angola,,
Benin,,
Botswana,,
Burkina Faso,16.6,16.6
Burundi,,
Cameroon,7.4,7.4
Cape Verde,,
Central African Rep.,,
Chad,9.4,9.4
Comoros,20.7,20.7
"Congo, Rep.",6.6,6.6
Cote d'Ivoire,9,9
"Congo, Dem. Rep.",8.1,8.1
Equatorial Guinea,,
Eritrea,9.1,9.1
Ethiopia,4.3,4.3
Gabon,,
Gambia,16.2,16.2
Ghana,5.5,5.5
Guinea,,
Guinea-Bissau,,
Kenya,14.7,14.7
Lesotho,,
Liberia,,
Madagascar,,
Malawi,15,15
Mali,11.2,11.2
Mauritania,13.1,13.1
Mauritius,18.5,18.5
Mozambique,12.8,12.8
Namibia,24.9,24.9
Niger,,
Nigeria,7.1,7.1
Rwanda,,
Sao Tome and Principe,16.9,16.9
Senegal,10.7,10.7
Seychelles,21.2,21.2
Sierra Leone,,
South Africa,18.4,18.4
Swaziland,8.9,8.9
Togo,,
Uganda,12.1,12.1
Tanzania,14.6,14.6
Zambia,13.4,13.4
Zimbabwe,15,15
Antigua and Barbuda,,
Argentina,30,30
Bahamas,,
Barbados,10.8,10.8
Belize,,
Bolivia,31.7,31.7
Brazil,,
Canada,21.6,21.6
Chile,37.9,37.9
Colombia,,
Costa Rica,16.8,16.8
Cuba,35.9,35.9
Dominica,,
Dominican Rep.,15.4,15.4
Ecuador,14.9,14.9
El Salvador,,
Grenada,,
Guatemala,14.4,14.4
Guyana,,
Haiti,,
Honduras,,
Jamaica,15,15
Mexico,24.7,24.7
Nicaragua,,
Panama,,
Paraguay,24,24
Peru,,
Saint Kitts and Nevis,,
Saint Lucia,20.6,20.6
Saint Vincent and the Grenadines,,
Suriname,,
Trinidad and Tobago,22.1,22.1
United States,23.9,23.9
Uruguay,32.6,32.6
Venezuela,29.8,29.8
Afghanistan,,
Bahrain,14.6,14.6
Djibouti,,
Egypt,15.1,15.1
Iran,17.6,17.6
Iraq,14.2,14.2
Jordan,36.5,36.5
Kuwait,,
Lebanon,18.1,18.1
Libya,,
Morocco,15,15
Oman,13.1,13.1
Pakistan,21.1,21.1
Qatar,,
Saudi Arabia,14.7,14.7
Somalia,,
Sudan,,
Syria,,
Tunisia,26.6,26.6
United Arab Emirates,14.4,14.4
"Yemen, Rep.",,
Albania,22.4,22.4
Andorra,32.9,32.9
Armenia,29.6,29.6
Austria,43.3,43.3
Azerbaijan,,
Belarus,42.6,42.6
Belgium,27.1,27.1
Bosnia and Herzegovina,42.3,42.3
Bulgaria,37.7,37.7
Croatia,34,34
Cyprus,,
Czech Rep.,31,31
Denmark,33.4,33.4
Estonia,38.8,38.8
Finland,28.1,28.1
France,31.7,31.7
Georgia,31.9,31.9
Germany,31.6,31.6
Greece,51.8,51.8
Hungary,39.8,39.8
Iceland,26.3,26.3
Ireland,26.3,26.3
Israel,24.6,24.6
Italy,26.1,26.1
Kazakhstan,26.6,26.6
Kyrgyzstan,24.7,24.7
Latvia,39.4,39.4
Lithuania,33,33
Luxembourg,34.7,34.7
Malta,28.7,28.7
Monaco,,
Montenegro,,
Netherlands,34.3,34.3
Norway,32,32
Poland,35.6,35.6
Portugal,35.8,35.8
Moldova,26,26
Romania,32.6,32.6
Russia,48.5,48.5
Serbia,42.3,42.3
Slovak Republic,30.9,30.9
Slovenia,26.5,26.5
Spain,33.7,33.7
Sweden,22,22
Switzerland,26.5,26.5
Tajikistan,,
"Macedonia, FYR",,
Turkey,35.5,35.5
Turkmenistan,,
Ukraine,,
United Kingdom,35.7,35.7
Uzbekistan,12.8,12.8
Bangladesh,25.6,25.6
Bhutan,,
"Korea, Dem. Rep.",,
India,18.6,18.6
Indonesia,35.4,35.4
Maldives,28.2,28.2
Myanmar,30.2,30.2
Nepal,30.6,30.6
Sri Lanka,16.5,16.5
Thailand,21.7,21.7
Timor-Leste,,
Australia,24.8,24.8
Brunei,,
Cambodia,23.6,23.6
China,31.8,31.8
Cook Islands,28.1,28.1
Fiji,14.4,14.4
Japan,29.4,29.4
Kiribati,,
Laos,40.5,40.5
Malaysia,28.8,28.8
Marshall Islands,,
"Micronesia, Fed. Sts.",,
Mongolia,26.3,26.3
Nauru,49.2,49.2
New Zealand,28.6,28.6
Niue,,
Palau,24,24
Papua New Guinea,,
Philippines,26,26
"Korea, Rep.",29.7,29.7
Samoa,41,41
Singapore,,
Solomon Islands,,
Tonga,39,39
Tuvalu,,
Vanuatu,28.8,28.8
Vietnam,24.3,24.3
