Prevalence of current tobacco use among adults (>=15 years) (%) male,2002,2005
Algeria,29.9,29.9
Angola,,
Benin,,
Botswana,,
Burkina Faso,22,22
Burundi,,
Cameroon,12.6,12.6
Cape Verde,,
Central African Rep.,,
Chad,16,16
Comoros,27.7,27.7
"Congo, Rep.",12.1,12.1
Cote d'Ivoire,15.4,15.4
"Congo, Dem. Rep.",13.5,13.5
Equatorial Guinea,,
Eritrea,16.9,16.9
Ethiopia,7.6,7.6
Gabon,,
Gambia,29.3,29.3
Ghana,10.2,10.2
Guinea,,
Guinea-Bissau,,
Kenya,27.1,27.1
Lesotho,,
Liberia,,
Madagascar,,
Malawi,23.7,23.7
Mali,19.5,19.5
Mauritania,22.3,22.3
Mauritius,35.7,35.7
Mozambique,22,22
Namibia,38.6,38.6
Niger,,
Nigeria,13,13
Rwanda,,
Sao Tome and Principe,23.2,23.2
Senegal,19.8,19.8
Seychelles,35.2,35.2
Sierra Leone,,
South Africa,27.5,27.5
Swaziland,14.6,14.6
Togo,,
Uganda,20.9,20.9
Tanzania,24.8,24.8
Zambia,21.7,21.7
Zimbabwe,25.5,25.5
Antigua and Barbuda,,
Argentina,34.6,34.6
Bahamas,,
Barbados,18.4,18.4
Belize,,
Bolivia,34.1,34.1
Brazil,,
Canada,24.3,24.3
Chile,42.1,42.1
Colombia,,
Costa Rica,26.1,26.1
Cuba,43.4,43.4
Dominica,,
Dominican Rep.,17.5,17.5
Ecuador,23.9,23.9
El Salvador,,
Grenada,,
Guatemala,24.5,24.5
Guyana,,
Haiti,,
Honduras,,
Jamaica,20.8,20.8
Mexico,36.9,36.9
Nicaragua,,
Panama,,
Paraguay,33,33
Peru,,
Saint Kitts and Nevis,,
Saint Lucia,28.9,28.9
Saint Vincent and the Grenadines,,
Suriname,,
Trinidad and Tobago,36.4,36.4
United States,26.3,26.3
Uruguay,37.1,37.1
Venezuela,32.5,32.5
Afghanistan,,
Bahrain,26.1,26.1
Djibouti,,
Egypt,28.7,28.7
Iran,29.6,29.6
Iraq,25.8,25.8
Jordan,62.7,62.7
Kuwait,,
Lebanon,29.1,29.1
Libya,,
Morocco,29.5,29.5
Oman,24.7,24.7
Pakistan,35.4,35.4
Qatar,,
Saudi Arabia,25.6,25.6
Somalia,,
Sudan,,
Syria,44,44
Tunisia,51,51
United Arab Emirates,26.1,26.1
"Yemen, Rep.",,
Albania,40.5,40.5
Andorra,36.5,36.5
Armenia,55.1,55.1
Austria,46.4,46.4
Azerbaijan,,
Belarus,63.7,63.7
Belgium,30.1,30.1
Bosnia and Herzegovina,49.3,49.3
Bulgaria,47.5,47.5
Croatia,38.9,38.9
Cyprus,,
Czech Rep.,36.6,36.6
Denmark,36.1,36.1
Estonia,49.9,49.9
Finland,31.8,31.8
France,36.6,36.6
Georgia,57.1,57.1
Germany,37.4,37.4
Greece,63.6,63.6
Hungary,45.7,45.7
Iceland,26.1,26.1
Ireland,26.5,26.5
Israel,31.1,31.1
Italy,32.8,32.8
Kazakhstan,43.2,43.2
Kyrgyzstan,46.9,46.9
Latvia,54.4,54.4
Lithuania,45.1,45.1
Luxembourg,39.1,39.1
Malta,32.8,32.8
Monaco,,
Montenegro,,
Netherlands,38.3,38.3
Norway,33.6,33.6
Poland,43.9,43.9
Portugal,40.6,40.6
Moldova,45.8,45.8
Romania,40.6,40.6
Russia,70.1,70.1
Serbia,42.3,42.3
Slovak Republic,41.6,41.6
Slovenia,31.8,31.8
Spain,36.4,36.4
Sweden,19.6,19.6
Switzerland,30.7,30.7
Tajikistan,,
"Macedonia, FYR",,
Turkey,51.6,51.6
Turkmenistan,,
Ukraine,,
United Kingdom,36.7,36.7
Uzbekistan,24.2,24.2
Bangladesh,47,47
Bhutan,,
"Korea, Dem. Rep.",58.6,58.6
India,33.1,33.1
Indonesia,65.9,65.9
Maldives,44.5,44.5
Myanmar,46.5,46.5
Nepal,34.8,34.8
Sri Lanka,30.2,30.2
Thailand,39.8,39.8
Timor-Leste,,
Australia,27.7,27.7
Brunei,,
Cambodia,40.5,40.5
China,59.5,59.5
Cook Islands,36.1,36.1
Fiji,23.6,23.6
Japan,44.3,44.3
Kiribati,,
Laos,65,65
Malaysia,54.4,54.4
Marshall Islands,,
"Micronesia, Fed. Sts.",,
Mongolia,45.8,45.8
Nauru,46.1,46.1
New Zealand,29.7,29.7
Niue,,
Palau,38.1,38.1
Papua New Guinea,,
Philippines,42,42
"Korea, Rep.",53.3,53.3
Samoa,58.3,58.3
Singapore,,
Solomon Islands,,
Tonga,61.8,61.8
Tuvalu,,
Vanuatu,49.1,49.1
Vietnam,45.7,45.7
