"Energy use, per capita (toe)",1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
United Kingdom,3.032779733,3.006684186,3.087379117,3.196831184,3.212534556,3.329410163,3.306781613,3.345553495,3.406144495,3.557129275,3.684952352,3.733282998,3.747962475,3.880650174,3.734841652,3.545817134,3.616975534,3.695383871,3.675435273,3.858975965,3.523648842,3.416199669,3.398239425,3.378275975,3.366687721,3.550556878,3.598244299,3.618732088,3.643257143,3.626220158,3.597006728,3.708110909,3.685486079,3.712174083,3.729119361,3.72746442,3.878057746,3.759675823,3.7868605,3.78375539,3.785476843,3.785789461,3.68223422,3.73111783,3.706627375,3.692301017,3.613889645,3.459246203,3.39436448,3.188321301,3.254089194,3.017258425
United States,5.641734838,5.612052746,5.774613108,5.986794908,6.136960769,6.30789749,6.591337983,6.809858041,7.073473827,7.332366401,7.569088743,7.644525891,7.941005808,8.163603792,7.90958648,7.656263579,8.100562222,8.285570898,8.438403077,8.327041705,7.942253018,7.647538054,7.259078899,7.19930457,7.443204758,7.456586961,7.375988619,7.622227575,7.849967652,7.889996548,7.671554039,7.631521363,7.677394544,7.709835526,7.757139758,7.763365148,7.844014629,7.828535259,7.803654622,7.92324723,8.056819755,7.828280431,7.843392547,7.794172574,7.881753533,7.846804917,7.697187705,7.758205892,7.487930303,7.057277154,7.164461668,7.069233112
Uruguay,,,,,,,,,,,,0.8577678622,0.8732039249,0.8459424102,0.8325730008,0.8642011656,0.8734887441,0.8690661668,0.8841640933,0.9378158697,0.90689382,0.8683150505,0.766444822,0.7050964847,0.6730799959,0.6635573804,0.6803222366,0.7186859104,0.76558211,0.780540201,0.724047818,0.7796425583,0.8553948388,0.7924410653,0.7514446893,0.7979140665,0.8762723111,0.8846450286,0.9056392948,0.9840006224,0.9366955263,0.8196139266,0.7671342107,0.7637196249,0.8689472677,0.8945568035,0.960236732,0.9543422708,1.245675532,1.257734523,1.24085469,
USSR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.260605119,2.294662276,2.110333023,2.141769255,2.077727533,1.868418697,1.898631346,1.895089745,2.072343146,2.105340227,2.058450127,2.045120371,2.104381287,2.05217943,1.971604406,1.795278633,1.845360009,1.813492966,1.849719625,1.617768102,1.533040361,
Wallis et Futuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1589926348,,,,,,,,,,,,,,0.1459420805,0.1420656343,0.1430153165,0.1573903776,,,,
Venezuela,,,,,,,,,,,,1.782109186,1.674388009,1.804015597,2.026548412,1.98244226,1.984799536,2.055502082,2.127648802,2.170237883,2.367342293,2.428922403,2.360786758,2.461387002,2.357243111,2.272590493,2.310898186,2.248208218,2.128379662,2.116474419,2.216448304,2.260893004,2.456800523,2.25124478,2.531679285,2.35277435,2.469264776,2.414599286,2.485897066,2.308314828,2.334837275,2.350805694,2.294265623,2.073241606,2.173853753,2.517722805,2.495948837,2.310919659,2.511814498,2.469466425,2.668645765,
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Sahara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,,,,,,,,,,,,0.3024015786,0.2981570042,0.3045564321,0.2789371077,0.2895542161,0.253938415,0.2578714356,0.258687631,0.2618066377,0.2680043948,0.2663324826,0.2711627999,0.2751274296,0.2734105174,0.2712254875,0.277652376,0.2866572146,0.2824150609,0.2696105073,0.2706291438,0.2693023449,0.2761308749,0.2944657654,0.289766465,0.3039805821,0.315927263,0.3351705562,0.3517454474,0.3565941353,0.3701625126,0.3897882118,0.4204415461,0.4363293168,0.4784973544,0.5031385364,0.5098219486,0.5435343518,0.5754562905,0.6213218832,0.6813747287,
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Yemen (former),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Yemen (former),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen,,,,,,,,,,,,0.1179260413,0.09117497288,0.1511908752,0.1222306891,0.103262459,0.1222145679,0.1282019631,0.1306758706,0.1280016864,0.1600773047,0.1516234274,0.1712446793,0.1741091216,0.1752737839,0.1780332889,0.1854191385,0.2115727761,0.216817823,0.2133764819,0.2103615697,0.2439227211,0.2532853199,0.2085335835,0.2077963425,0.2255926326,0.2220952347,0.2284782872,0.2369620473,0.2598234337,0.2674666959,0.2882365977,0.2708323609,0.2915457028,0.3087186597,0.3190813072,0.3229047537,0.3253493987,0.3156706522,0.3156458098,0.297891314,
Yugoslavia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zambia,,,,,,,,,,,,0.8183839959,0.844225329,0.8646038047,0.8716136669,0.796384882,0.8577287223,0.8155300363,0.7943752209,0.772852401,0.7788599979,0.7650906718,0.7587422716,0.7478116655,0.7342492924,0.7261327614,0.71691682,0.7117313344,0.7294894932,0.7098209207,0.6869152155,0.6897501627,0.6847504829,0.670234409,0.6591304856,0.653402629,0.6306942281,0.6398594412,0.6285786555,0.6128176497,0.6120676422,0.6153624582,0.6202914844,0.6242687937,0.6258883019,0.6292148261,0.629468843,0.6137046319,0.617251413,0.6180291559,0.6278063769,
Zimbabwe,,,,,,,,,,,,1.010043762,0.9942129717,1.017219266,0.996007678,0.9589049732,0.9798790342,0.9215720715,0.8865562085,0.8729832376,0.8906940059,0.8696516003,0.8425622397,0.8300542469,0.8118806677,0.8362936955,0.8521802135,0.8978299292,0.8787310789,0.8704410814,0.8880586123,0.9169236008,0.9246682398,0.8658065702,0.8427358213,0.8422248663,0.824111934,0.8027342695,0.809674596,0.8535385381,0.7903185721,0.77211057,0.770137925,0.7545922621,0.7371994504,0.7718885031,0.7703837017,0.778871659,0.7447832771,0.7545568411,0.7640137728,
Åland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coastline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curaçao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antarctica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Virgin Islands, British",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaiian Trade Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. Pacific Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wake Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bonaire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese Taipei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Eustatius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
