"","x"
"1",0.0477040966577587
"2",0.00712722315261693
"3",0.00888330714797902
"4",-0.0124405690739939
"5",-0.00356996122660203
"6",0
"7",0.00174080395786635
"8",-0.00174080395786635
"9",0.00174080395786635
"10",0
"11",-0.00174080395786635
"12",0.0334551735982735
"13",0.0473702136291108
"14",0.023489189605078
"15",-0.00546766336047533
"16",-0.0330196770050648
"17",0.0427742389340322
"18",0.0378561001068771
"19",0.00922464853287241
"20",-0.00157084543768349
"21",-0.0154464633945581
"22",0.0154464633945581
"23",-0.00614998390324129
"24",-0.0234457628974942
"25",-0.0552599185048575
"26",-0.0101480059042682
"27",0.0332386414757346
"28",-0.00385356931599024
"29",-0.0226655430859815
"30",0.00675996242150934
"31",0.0294942187512142
"32",-0.013588638086742
"33",-0.0276578068542417
"34",0.0199904145287224
"35",-0.0217176798342251
"36",0.0266955428867979
"37",0.00654309858893676
"38",0.0400725498771628
"39",-0.0158694934323398
"40",0.0205176825994604
"41",0.0216712055828081
"42",-0.00156604839773866
"43",-0.00707772693506747
"44",-0.000552595238060505
"45",0.00763032217312798
"46",0.00305152617373228
"47",0.00101510960186779
"48",0.0066119800607467
"49",-0.0127181521567659
"50",0.0112439694791133
"51",0.00302360969974824
"52",0.0224281282859353
"53",-0.00592166929319404
"54",0.0205742213327431
"55",-0.00583528251127863
"56",-0.0117737209103694
"57",0.00643235030259515
"58",0.00391478328770578
"59",-0.00150387275504826
"60",-0.0238351279763132
"61",-0.0120950458805336
"62",0.0150960869540047
"63",0
"64",-0.0030010410734711
"65",-0.00301007443729251
"66",-0.00449334502523158
"67",-0.0230924493232543
"68",0.00933255745404438
"69",-0.00157567195603114
"70",-0.00775688549801323
"71",-0.00310373891272775
"72",-0.00279363233928809
"73",0.0152299287060602
"74",-0.00615921087989957
"75",0.0183649801268784
"76",0
"77",0.0328926700610683
"78",0.0102565001671895
"79",0
"80",0
"81",-0.00290903871279902
"82",-0.0206799822544737
"83",-0.0165318439611015
"84",0.0401208649283742
"85",0.00290060074700271
"86",0
"87",0.0143781278790813
"88",-0.0334220382464272
"89",-0.0118786137451243
"90",-0.0258384238944798
"91",0.0167586446791521
"92",-0.0121317297861872
"93",-0.0169649391688225
"94",0.00776856859795583
"95",-0.0281889260421329
"96",-0.0240856655659263
"97",0.00323960909656229
"98",-0.00166002694163492
"99",-0.0130436631920299
"100",-0.0351153660762851
"101",0.0235183342536116
"102",0.0148739326249885
"103",0.00493704195143874
"104",0.0304984387685741
"105",0
"106",-0.0289137184736257
"107",-0.00652176224638712
"108",0
"109",-0.0248855680392346
"110",0.0117130394826965
"111",0.00930632774137852
"112",0.0103879630615467
"113",0.00166541798840036
"114",-0.00492098244816574
"115",0
"116",0.00650056460309312
"117",0.011316355843074
"118",0.00319816583228949
"119",-0.0112800175077048
"120",0.00972321437464618
"121",0
"122",0.0252624558988854
"123",0
"124",0.00159782729528501
"125",-0.0300634398075079
"126",-0.0113341440838948
"127",0.00157958215492737
"128",-0.0130436631920299
