"","x"
"1",0.0143474484081416
"2",0.0108619721995584
"3",0.00702085729721347
"4",0.00186393343806257
"5",0
"6",-0.00139762426663781
"7",-0.00514139950041903
"8",0
"9",0.00839948941997637
"10",0
"11",-0.00699466596252707
"12",-0.0127150288490356
"13",0.00567109270381616
"14",0.0182120373329577
"15",0.0251326913602883
"16",-0.00815591290360773
"17",0.0149020594689659
"18",0.00134378519661338
"19",-0.0148818981026841
"20",0.0246815310914879
"21",-0.0165366896853554
"22",0.00673705669655167
"23",-0.00493606566494931
"24",-0.00496055132197126
"25",-0.0340262710572348
"26",0.00652682969668428
"27",0.00832952525283037
"28",0.00367985695840067
"29",-0.0092251576748259
"30",0.0119761910467155
"31",0.0328784399527402
"32",-0.00845388794566526
"33",-0.0166708073454087
"34",0.00994583243773484
"35",-0.00315386609702228
"36",0.0107720969819112
"37",0.0102155007844518
"38",0.0114236743190297
"39",-0.0176293679932513
"40",0.0128121920478121
"41",0.00743497848751762
"42",-0.00524247596484972
"43",-0.00394997221931437
"44",-0.000879894469439257
"45",0.00482986668875363
"46",0
"47",0.0165077597446412
"48",0.0145426001760813
"49",0
"50",0.00423729447551491
"51",-0.00508691219867075
"52",0.00719884540181459
"53",-0.00550033119304594
"54",0.00169563414938168
"55",0.0159667257541818
"56",-0.00125130360435444
"57",0.0218790977168277
"58",0.00163198730632175
"59",-0.0156124781718163
"60",-0.0221905693293656
"61",-0.0175105904828707
"62",0.00815280207731028
"63",0.00638979809877105
"64",0
"65",-0.00382897723709741
"66",-0.0102828669555839
"67",-0.026621689979867
"68",0.0309190751924131
"69",-0.00904593719600211
"70",-0.00781932741647662
"71",0.00087183963674109
"72",0.0287758742626623
"73",0.012621118313215
"74",-0.00293071174808102
"75",-0.0186209358315308
"76",-0.0154975120601617
"77",-0.00217155351350806
"78",0.00217155351350806
"79",0
"80",0
"81",0.000867302743004394
"82",-0.0259070471601719
"83",-0.00938554375621381
"84",0.00715886726284065
"85",-0.0062612011343397
"86",0
"87",-0.0149155307564475
"88",-0.00227946303395488
"89",-0.00686973161963289
"90",-0.0185534078957481
"91",0.00467072311055849
"92",-0.00467072311055849
"93",-0.0127210196013108
"94",0.00708720188305456
"95",-0.0286552557603756
"96",-0.021548336206203
"97",-0.0200006667066694
"98",0.0200006667066694
"99",-0.00845145472943232
"100",-0.030927686814548
"101",0.011264840063141
"102",0.023648900858241
"103",0.0123549878977611
"104",0.0333283684460683
"105",0
"106",-0.00762998455991593
"107",-0.0276649528581934
"108",0
"109",-0.0163734741979722
"110",0.00797213988038292
"111",0.0278951289985905
"112",0.0100841190666263
"113",0.0042908289908965
"114",-0.00812041720399437
"115",0
"116",0.00382958821309787
"117",0.0142317392572564
"118",-0.0099409102663599
"119",-0.0163073158085765
"120",0.0172583382292806
"121",0
"122",0.0118120910358788
"123",0
"124",-0.00188058353496201
"125",-0.00377181022365214
"126",-0.0253541445334116
"127",-0.0195700961940974
"128",0
"129",-0.0351971978046279
"130",0.00459536167373287
"131",0.0101369342433348
"132",-0.015756361546758
"133",-0.00668211173038591
"134",-0.00465237334372093
"135",-0.0193571306896083
"136",0
"137",0.0296665003484695
"138",-0.00411100270652209
"139",0.00616018375145799
"140",0.00663098578633114
"141",-0.0241843533672323
"142",-0.0205216357207965
"143",0
"144",-0.00372836650266306
"145",-0.00911290144566168
"146",0.0107124752338033
"147",-0.0177376324699696
"148",-0.00652885888246368
"149",-0.00987391455899367
"150",0.00330214939575901
"151",0.0456455074899602
"152",0.00262123347987453
"153",0.0104167608582553
"154",0.00774197415361577
"155",0.00461657655018133
"156",-0.0139141641883618
"157",0.00775398043690378
"158",0
"159",0.0107555454251909
"160",-0.0179907191059701
"161",-0.00103788281242023
"162",-0.0025994295895142
"163",0.00829450063843939
"164",-0.00777407387675844
"165",-0.00469362008998475
"166",-0.0089262866252855
"167",0.000527287120046793
